,company,Address,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,HouseNum,RoadName,POBOX,zipcode,city,CEDEX,ADDITIONAL,country,codeDep
1429,CAISSE PREV PERS PORT AUTONOME BORDEAUX,152 QUAI BACALAN BP 350 33300 BORDEAUX FRANCE,NONE,NONE,NONE,NONE,152,QUAI BACALAN,BP 350,33300,BORDEAUX,NONE,NONE,FRANCE,33
1430,CHENAI TRADING,1 ALLEE MOZART 92320 CHATILLON FRANCE,NONE,NONE,NONE,NONE,1,ALLEE MOZART,NONE,92320,CHATILLON,NONE,NONE,FRANCE,92
1431,SOCIETE INDUSTRIELLE ET MARITIME DAPPROVISIONNEMENT,60 RUE MIREPORT 33310 LORMONT FRANCE,NONE,NONE,NONE,NONE,60,RUE MIREPORT,NONE,33310,LORMONT,NONE,NONE,FRANCE,33
1432,CARDELL EXPORT,85 RUE LAWRENCE DURRELL BP 91538 84140 AVIGNON FRANCE,NONE,NONE,NONE,NONE,85,RUE LAWRENCE DURRELL,BP 91538,84140,AVIGNON,NONE,NONE,FRANCE,84
1433,CONCEPT MARKETING TRADING,41 RUE DE NEUILLY 92110 CLICHY FRANCE,NONE,NONE,NONE,NONE,41,RUE DE NEUILLY,NONE,92110,CLICHY,NONE,NONE,FRANCE,92
1434,SOC ASSURANCES MUTUELLE BRETAGNE OCEAN,'68 QUAI DE L''ODET 29196 QUIMPER FRANCE',NONE,NONE,NONE,NONE,68,'QUAI DE L''ODET',NONE,29196,QUIMPER,NONE,NONE,FRANCE,29
1435,HOLDING TRANS METAL SARL,12 RUE JOURDAN 17000 LA ROCHELLE FRANCE,NONE,NONE,NONE,NONE,12,RUE JOURDAN,NONE,17000,LA ROCHELLE,NONE,NONE,FRANCE,17
1436,TRADE COM,28B RUE DU GOULET 93300 AUBERVILLIERS FRANCE,NONE,NONE,NONE,NONE,28B,RUE DU GOULET ,NONE,93300,AUBERVILLIERS,NONE,NONE,FRANCE,93
1437,CARGO,ZAC DE SAINT MARTIN DU TOUCH 6 AVENUE SAINT GRANIER 31300 TOULOUSE FRANCE,NONE,NONE,NONE,ZAC DE SAINT MARTIN DU TOUCH,6,AVENUE SAINT GRANIER,NONE,31300,TOULOUSE,NONE,NONE,FRANCE,31
1438,AIR MARINE,AERODROME DE BORDEAUX LEOGNAN 305 AVENUE DE MONT DE MARSAN 33850 LEOGNAN FRANCE,NONE,NONE,NONE,NONE,305,AVENUE DE MONT DE MARSAN,NONE,33850,LEOGNAN,NONE,AERODROME DE BORDEAUX LEOGNAN,FRANCE,33
1439,URBASOLAR ENERGY OCEAN INDIEN 1,10 RUE STEVENSON 97420 LE PORT FRANCE,NONE,NONE,NONE,NONE,10,RUE STEVENSON,NONE,97420,LE PORT,NONE,NONE,FRANCE,974
1440,SOC PHARMACEUTIQUE IMPORT EXPORT,ZONE ARTISANALE DE COURTABOEUF BA 3 AVENUE DU CAP HORN 91940 LES ULIS FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DE COURTABOEUF BA,3,AVENUE DU CAP HORN  ,NONE,91940,LES ULIS,NONE,NONE,FRANCE,91
1441,AROLA EXPORT,PARC 6 RUE DU 74100 ANNEMASSE FRANCE,NONE,NONE,NONE,PARC,6,RUE DU,NONE,74100,ANNEMASSE,NONE,NONE,FRANCE,74
1442,STOKEL TRADE,42 RUE LAMBRECHTS 92400 COURBEVOIE FRANCE,NONE,NONE,NONE,NONE,42,RUE LAMBRECHTS,NONE,92400,COURBEVOIE,NONE,NONE,FRANCE,92
1443,PACA IMPORT SARL,23 RUE CARAVELLE 13003 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,23,RUE CARAVELLE,NONE,13003,MARSEILLE,NONE,NONE,FRANCE,13
1444,MB TRADING,CHEMIN DARMOINS 77400 POMPONNE FRANCE,NONE,NONE,NONE,NONE,NONE,CHEMIN DARMOINS,NONE,77400,POMPONNE,NONE,NONE,FRANCE,77
1445,DIFFUS IMPORT EXPORT COMMERC INTERNATION,59 AVENUE HENRY DUNANT 06100 NICE FRANCE,NONE,NONE,NONE,NONE,59,AVENUE HENRY DUNANT,NONE,6100,NICE,NONE,NONE,FRANCE,6
1446,FM LOGISTIC CORPORATE,ZONE INDUSTRIELLE RUE DE L’EUROPE 57370 PHALSBOURG FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,RUE DE L’EUROPE,NONE,57370,PHALSBOURG,NONE,NONE,FRANCE,57
1447,TRADE MARK INTERNATIONAL,138 RUE DES VALLEES 91800 BRUNOY FRANCE,NONE,NONE,NONE,NONE,138,RUE DES VALLEES,NONE,91800,BRUNOY,NONE,NONE,FRANCE,91
1448,SAMISO OVERSEAS,AVENUE PDT J F KENNEDY MARIGOT 97150 SAINT MARTIN FRANCE,NONE,NONE,NONE,NONE,NONE,AVENUE PDT J F KENNEDY MARIGOT,NONE,97150,SAINT MARTIN,NONE,NONE,FRANCE,971
1449,STAT MARINE,CENTRE ATRIA 5 BOULEVARD DE PRAGUE 30000 NIMES FRANCE,NONE,NONE,NONE,CENTRE ATRIA,5,BOULEVARD DE PRAGUE,NONE,30000,NIMES,NONE,NONE,FRANCE,30
1450,BOLLORE LOGISTICS SERVICES,31 QUAI DE DION BOUTON TOUR BOLLORE 92811 PUTEAUX FRANCE,NONE,TOUR BOLLORE  ,NONE,NONE,31,QUAI DE DION BOUTON ,NONE,92811,PUTEAUX,NONE,NONE,FRANCE,92
1451,INTERNATIONAL TRADE CONSULTING,8 CHEMIN DU JARDIN BRULE 78240 CHAMBOURCY FRANCE,NONE,NONE,NONE,NONE,8,CHEMIN DU JARDIN BRULE,NONE,78240,CHAMBOURCY,NONE,NONE,FRANCE,78
1452,UNITHER LIQUID MANUFACTURING,1 ALLEE DE LA NESTE 31770 COLOMIERS FRANCE,NONE,NONE,NONE,NONE,1,ALLEE DE LA NESTE  ,NONE,31770,COLOMIERS,NONE,NONE,FRANCE,31
1453,PBM IMPORT,11 BOULEVARD NOMINO 35740 PAC FRANCE,NONE,NONE,NONE,NONE,11,BOULEVARD NOMINO,NONE,35740,PAC,NONE,NONE,FRANCE,35
1454,BANQUE FRANCAISE COMMERCIALE OCEAN INDIEN,58 RUE ALEXIS DE VILLENEUVE 97400 SAINT DENIS FRANCE,NONE,NONE,NONE,NONE,58,RUE ALEXIS DE VILLENEUVE,NONE,97400,SAINT DENIS,NONE,NONE,FRANCE,974
1455,ACCOMP ASSISTANCE TRANSPORT PERS MOB RED,68 RUE ARISTIDE BRIAND 78130 LES MUREAUX FRANCE,NONE,NONE,NONE,NONE,68,RUE ARISTIDE BRIAND   ,NONE,78130,LES MUREAUX,NONE,NONE,FRANCE,78
1456,INDEX TRADE SAS,21 AVENUE DES TERMES 06530 PEYMEINADE FRANCE,NONE,NONE,NONE,NONE,21,AVENUE DES TERMES,NONE,6530,PEYMEINADE,NONE,NONE,FRANCE,6
1457,MARKEN TRADING SAS,9 AVENUE DE LA PAIX 92120 MONTROUGE FRANCE,NONE,NONE,NONE,NONE,9,AVENUE DE LA PAIX,NONE,92120,MONTROUGE,NONE,NONE,FRANCE,92
1458,NOUCHI  VICTOR  TRADING,19 RUE SERGE DEJEAN 33520 BRUGES FRANCE,NONE,NONE,NONE,NONE,19,RUE SERGE DEJEAN,NONE,33520,BRUGES,NONE,NONE,FRANCE,33
1459,TRADE WINDS,ZONE ARTISANALE DU PARC 7B RUE DE BOURGOGNE 89140 CUY FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DU PARC,7B,RUE DE BOURGOGNE,NONE,89140,CUY,NONE,NONE,FRANCE,44
1460,CAISSE REGIONALE DE CREDIT MARITIME MUTUEL ATLANTIQUE,2 RUE FRANCOISE SAGAN 44800 SAINT HERBLAIN FRANCE,NONE,NONE,NONE,NONE,2,RUE FRANCOISE SAGAN,NONE,44800,SAINT HERBLAIN,NONE,NONE,FRANCE,44
1461,CER GALLIA PORT DE ROUEN SARL,112 AVENUE KLBER 75116 PARIS FRANCE,NONE,NONE,NONE,NONE,112,AVENUE KLBER,NONE,75116,PARIS,NONE,NONE,FRANCE,75
1462,FAIVELEY TRANSPORT,BATIMENT 6A IMMEUBLE LE DELAGE PARC 3 RUE DU DIX NEUF MARS 1962 92230 GENNEVILLIERS FRANCE,NONE,BATIMENT 6A IMMEUBLE LE DELAGE,NONE,PARC,3,RUE DU DIX NEUF MARS 1962,NONE,92230,GENNEVILLIERS,NONE,NONE,FRANCE,92
1463,EIFFAGE GENIE CIVIL MARINE,3 PLACE DE L EUROPE 7 78140 VELIZY VILLACOUBLAY FRANCE,NONE,NONE,NONE,NONE,3,PLACE DE L EUROPE  7,NONE,78140,VELIZY VILLACOUBLAY,NONE,NONE,FRANCE,78
1464,JNC CONSULTING  TRADING,404 RUE SAINT EXUPERY 34130 MAUGUIO FRANCE,NONE,NONE,NONE,NONE,404,RUE SAINT EXUPERY,NONE,34130,MAUGUIO,NONE,NONE,FRANCE,34
1465,DEGE TRADING,22 PLACE DU MARCHE 67210 OBERNAI FRANCE,NONE,NONE,NONE,NONE,22,PLACE DU MARCHE ,NONE,67210,OBERNAI,NONE,NONE,FRANCE,67
1466,CONSTRUCTION SUPPLY  SERVICES INTEGRATED  CSSI ,20 RUE DU PONT DES HALLES 94510 RUNGIS FRANCE,NONE,NONE,NONE,NONE,20,RUE DU PONT DES HALLES ,NONE,94510,RUNGIS,NONE,NONE,FRANCE,94
1467,INTEGRAL TRADING,3 CHEMIN DES REMISES 60410 VERBERIE FRANCE,NONE,NONE,NONE,NONE,3,CHEMIN DES REMISES ,NONE,60410,VERBERIE,NONE,NONE,FRANCE,60
1468,HUGUES DEROME OPALE TRADING,6 AVENUE CALAIN 62930 WIMEREUX FRANCE,NONE,NONE,NONE,NONE,6,AVENUE CALAIN,NONE,62930,WIMEREUX,NONE,NONE,FRANCE,62
1469,EASTWEST IMPORTS,26 RUE DE LA MAISON ROUGE 77185 LOGNES FRANCE,NONE,NONE,NONE,NONE,26,RUE DE LA MAISON ROUGE,NONE,77185,LOGNES,NONE,NONE,FRANCE,77
1470,SOC D EQUIPEMENT DU TERMINAL DE L OCEAN,32 RUE DE COLMAR 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,32,RUE DE COLMAR,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
1471,WEST MARINE,ZONE INDUSTRIELLE LA VILLE ES PASSANTS 56 BOULEVARD JULES VERGER 35800 DINARD FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE LA VILLE ES PASSANTS,56,BOULEVARD JULES VERGER,NONE,35800,DINARD,NONE,NONE,FRANCE,35
1472,SEA TANKERS SHIPPING,PARC INNOLIN 7 RUE DU GOLF 33700 MERIGNAC FRANCE,NONE,NONE,NONE,PARC INNOLIN,7,RUE DU GOLF,NONE,33700,MERIGNAC,NONE,NONE,FRANCE,33
1473,GEODIS FREIGHT FORWARDING FRANCE,BATIMENT CENTRE ZAC DE PARIS NORD 2 CENTRE 344 RUE DE LA BELLE ETOILE 95700 ROISSY EN FRANCE FRANCE,NONE,BATIMENT CENTRE,NONE,ZAC DE PARIS NORD 2 CENTRE,344,RUE DE LA BELLE ETOILE,NONE,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
1474,FRED MARINE,63 AVENUE JOSEPH LOUIS ORTOLAN 83100 TOULON FRANCE,NONE,NONE,NONE,NONE,63,AVENUE JOSEPH LOUIS ORTOLAN,NONE,83100,TOULON,NONE,NONE,FRANCE,83
1475,CAISSE MUTUEL GARANT INDUST MECAN TRANS,39 RUE LOUIS BLANC 92400 COURBEVOIE FRANCE,NONE,NONE,NONE,NONE,39,RUE LOUIS BLANC  ,NONE,92400,COURBEVOIE,NONE,NONE,FRANCE,92
1476,TILT IMPORT,ZONE INDUSTRIELLE SAINT MATHIEU 5 RUE DES GARENNES 78550 HOUDAN FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE SAINT MATHIEU,5,RUE DES GARENNES,NONE,78550,HOUDAN,NONE,NONE,FRANCE,78
1477,PJ TRANS,28 ROUTE DE MEMENIL 88600 AYDOILLES FRANCE,NONE,NONE,NONE,NONE,28,ROUTE DE MEMENIL,NONE,88600,AYDOILLES,NONE,NONE,FRANCE,88
1478,CIRRUSMAN TRADING,PORTE 109 8 SQUARE GUTENBERG 91000 EVRY FRANCE,PORTE 109,NONE,NONE,NONE,8,SQUARE GUTENBERG,NONE,91000,EVRY,NONE,NONE,FRANCE,91
1479,CHRISMAY TRADING LTD,19 RUE DE LINDUSTRIE 67550 VENDENHEIM FRANCE,NONE,NONE,NONE,NONE,19,RUE DE LINDUSTRIE,NONE,67550,VENDENHEIM,NONE,NONE,FRANCE,67
1480,LAGOTRANS  BE TRADING,119 RUE BENOIT FRACHON 112 A 93000 BOBIGNY FRANCE,NONE,NONE,NONE,NONE,119,RUE BENOIT FRACHON 112 A,NONE,93000,BOBIGNY,NONE,NONE,FRANCE,93
1481,SOCIETE SILVER IMPORT,2325B ROUTE DE MONTBARTIER 82710 BRESSOLS FRANCE,NONE,NONE,NONE,NONE,2325B,ROUTE DE MONTBARTIER,NONE,82710,BRESSOLS,NONE,NONE,FRANCE,82
1482,XPO SUPPLY CHAIN INTERNATIONAL,55 AVENUE LOUIS BREGUET 31400 TOULOUSE FRANCE,NONE,NONE,NONE,NONE,55,AVENUE LOUIS BREGUET,NONE,31400,TOULOUSE,NONE,NONE,FRANCE,31
1483,SOC CIVILE DU PORT AUX PLANCHES,608 RUE DU BOIS LE PRETRE 54700 MONTAUVILLE FRANCE,NONE,NONE,NONE,NONE,608,RUE DU BOIS LE PRETRE,NONE,54700,MONTAUVILLE,NONE,NONE,FRANCE,54
1484,TRADE FAIR INTERNATIONAL FRANCE,50 RUE LEON CRETE 78490 MERE FRANCE,NONE,NONE,NONE,NONE,50,RUE LEON CRETE,NONE,78490,MERE,NONE,NONE,FRANCE,78
1485,COMPLEXE AQUATIQUE DE L OCEAN,4 PLACE DE LA LIBERTE 29200 BREST FRANCE,NONE,NONE,NONE,NONE,4,PLACE DE LA LIBERTE,NONE,29200,BREST,NONE,NONE,FRANCE,29
1486,STE COMMERCIALE IMPORT EXPORT MEUBLES,7 RUE PAUL LANGEVIN 34500 BEZIERS FRANCE,NONE,NONE,NONE,NONE,7,RUE PAUL LANGEVIN,NONE,34500,BEZIERS,NONE,NONE,FRANCE,34
1487,SUEZ RV TRADING FRANCE,TOUR CB 21 16 PLACE DE LIRIS 92040 COURBEVOIE FRANCE,NONE,TOUR CB 21,NONE,NONE,16,PLACE DE LIRIS,NONE,92040,COURBEVOIE,NONE,NONE,FRANCE,92
1488,PHB EXPORT,1 IMPASSE DES MURIERS 33700 MERIGNAC FRANCE,NONE,NONE,NONE,NONE,1,IMPASSE DES MURIERS,NONE,33700,MERIGNAC,NONE,NONE,FRANCE,33
1489,IMPORT PRODUITS ALIMENT COLLECTIVITES,14 IMPASSE DES NARDIS 24100 LEMBRAS FRANCE,NONE,NONE,NONE,NONE,14,IMPASSE DES NARDIS,NONE,24100,LEMBRAS,NONE,NONE,FRANCE,24
1490,VINEXPO OVERSEAS,17 PLACE DE LA BOURSE 33000 BORDEAUX FRANCE,NONE,NONE,NONE,NONE,17,PLACE DE LA BOURSE,NONE,33000,BORDEAUX,NONE,NONE,FRANCE,33
1491,COMPTOIR EXPORT DE MATIERES PREMIERES,92 BOULEVARD VICTOR HUGO 98 92110 CLICHY FRANCE,NONE,NONE,NONE,NONE,92,BOULEVARD VICTOR HUGO  98,NONE,92110,CLICHY,NONE,NONE,FRANCE,92
1492,CHANNEL SEA FOOD,3 RUE ROGER SALENGRO GARROMANCHE 62230 OUTREAU FRANCE,NONE,NONE,NONE,NONE,3,RUE ROGER SALENGRO GARROMANCHE,NONE,62230,OUTREAU,NONE,NONE,FRANCE,62
1493,SAEBI EXPORT,ZONE INDUSTRIELLE DE KERPONT 297 RUE DE KERLO 56850 CAUDAN FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE KERPONT,297,RUE DE KERLO,NONE,56850,CAUDAN,NONE,NONE,FRANCE,56
1494,SANTARELLI MARINE,ROUTE DE CAMPO DELL ORO TAHITI PLAGE 20090 AJACCIO FRANCE,NONE,NONE,NONE,NONE,NONE,ROUTE DE CAMPO DELL ORO TAHITI PLAGE,NONE,20090,AJACCIO,NONE,NONE,FRANCE,21
1495,DRAGAGES PORTS,38 BOULEVARD DES BELGES 76107 ROUEN FRANCE,NONE,NONE,NONE,NONE,38,BOULEVARD DES BELGES,NONE,76107,ROUEN,NONE,NONE,FRANCE,76
1496,ALSTOM TRANSPORT SA,48 RUE ALBERT DHALENNE 93400 SAINT OUEN FRANCE,NONE,NONE,NONE,NONE,48,RUE ALBERT DHALENNE,NONE,93400,SAINT OUEN,NONE,NONE,FRANCE,93
1497,SAGA FRANCE,CENTRE DE COMMERCE INTERNATIONAL QUAI GEROGE V BP 609 76600 LE HAVRE FRANCE,NONE,NONE,NONE,CENTRE DE COMMERCE INTERNATIONAL,NONE,QUAI GEROGE V,BP 609,76600,LE HAVRE,NONE,NONE,FRANCE,76
1498,LACTALIS INGREDIENTS,5 LES PLACIS 35230 BOURGBARRE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,35230,BOURGBARRE,NONE,5 LES PLACIS,FRANCE,35
1499,TECHNOTRANS,8 RUE DU CARGO 13471 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,8,RUE DU CARGO ,NONE,13471,MARSEILLE,NONE,NONE,FRANCE,13
1500,SDV DISTRIPORTS FOS,ZONE LOGISTIQUE DISTRIPORT RUE DE TOKYO 13230 PORT SAINT LOUIS DU RHONE FRANCE,NONE,NONE,NONE,ZONE LOGISTIQUE DISTRIPORT,NONE,RUE DE TOKYO,NONE,13230,PORT SAINT LOUIS DU RHONE,NONE,NONE,FRANCE,13
1501,DSV AIR&SEA SAS,ZONE INDUSTRIELLE PARC DU HODE 76430 SAINT VIGOR D�YMONVILLE FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE PARC DU HODE,NONE,NONE,NONE,76430,SAINT VIGOR D�YMONVILLE,NONE,NONE,FRANCE,76
1502,BDP INTERNATIONAL,LES DOCKS ATRIUM 6 10 PLACE DE LA JOLIETTE 13002 MARSEILLE FRANCE,NONE,LES DOCKS ATRIUM 6,NONE,NONE,10,PLACE DE LA JOLIETTE,NONE,13002,MARSEILLE,NONE,NONE,FRANCE,13
1503,SAGA FRANCE,10BIS QUAI DE LA CITADELLE BP 4190 59378 DUNKERQUE FRANCE,NONE,NONE,NONE,NONE,NONE,10BIS QUAI DE LA CITADELLE,BP 4190,59378,DUNKERQUE,NONE,NONE,FRANCE,59
1504,SOMALOIR,ZONE PORTUAIRE POSTE ROULIER N2 BP 16 44550 MONTOIR DE BRETAGNE FRANCE,NONE,NONE,NONE,ZONE PORTUAIRE POSTE ROULIER N2,NONE,NONE,BP 16,44550,MONTOIR DE BRETAGNE,NONE,NONE,FRANCE,44
1505,SEAFRIGO MONTOIR,ROND POINT DE GRON RUE DE LA LAMBARDE 44550 MONTOIR DE BRETAGNE FRANCE,NONE,NONE,NONE,NONE,NONE,ROND POINT DE GRON RUE DE LA LAMBARDE,NONE,44550,MONTOIR DE BRETAGNE,NONE,NONE,FRANCE,44
1506,SCHENKER S.A.S. DB LOGISTICS,ZONE ARTISANALE EURO VALLON DE LOIRE PO BOX 31 41330 FOSSE FRANCE,NONE,NONE,NONE,ZONE ARTISANALE EURO VALLON DE LOIRE,NONE,NONE,PO BOX 31,41330,FOSSE,NONE,NONE,FRANCE,41
1507,DAMCO,'QUAI DE BOUGAINVILLE ROUTE DE L''ESTUAIRE BP 574 76058 LE HAVRE FRANCE',NONE,NONE,NONE,NONE,NONE,'QUAI DE BOUGAINVILLE ROUTE DE L''ESTUAIRE',BP 574,76058,LE HAVRE,NONE,NONE,FRANCE,76
1508,GONDRAND,43 CARREFOUR DE L’EUROPE 81300 GRAULHET FRANCE,NONE,NONE,NONE,NONE,43,CARREFOUR DE L’EUROPE,NONE,81300,GRAULHET,NONE,NONE,FRANCE,81
1509,DHL GLOBAL FORWARDING SAS,'PARC D''ACTIVITES DE KERGUILLOTEN NOYAL PONTIVY 56920 PONTIVY FRANCE',NONE,NONE,NONE,'PARC D''ACTIVITES DE KERGUILLOTEN NOYAL PONTIVY',NONE,NONE,NONE,56920,PONTIVY,NONE,NONE,FRANCE,56
1510,EXCESS INTERNATIONAL,'3 ALLEE DE LA PLAINE PARC DE L''ESTUAIRE 76700 GONFREVILLE L''ORCHER FRANCE',NONE,NONE,NONE,'PARC DE L''ESTUAIRE',3,ALLEE DE LA PLAINE,NONE,76700,'GONFREVILLE L''ORCHER',NONE,NONE,FRANCE,76
1511,CMA CGM LOGISTICS,BATIMENT ICARE BATIMENT G ZONE DE CADREAN 44550 MONTOIR DE BRETAGNE FRANCE,NONE,BATIMENT ICARE BATIMENT G,NONE,ZONE DE CADREAN,NONE,NONE,NONE,44550,MONTOIR DE BRETAGNE,NONE,NONE,FRANCE,44
1512,BACARDI-MARTINI PRODUCTION,11 ROUTE DU LAUBARET LES CHAUMES 16130 GENSAC LA PALLUE FRANCE,NONE,NONE,NONE,NONE,11,ROUTE DU LAUBARET LES CHAUMES,NONE,16130,GENSAC LA PALLUE,NONE,NONE,FRANCE,16
1513,RHODIA,IMMEUBLE ETOILE PART DIEU 69457 LYON FRANCE,NONE,IMMEUBLE ETOILE PART DIEU,NONE,NONE,NONE,NONE,NONE,69457,LYON ,NONE,NONE,FRANCE,69
1514,SDV PROJETS INDUSTRIELS - PETROLE,'PARC D''ACTIVITEES DES BELLEVUES 2 AVENUE DES BELLEVUES B.P. 61 95612 ERAGNY CERGY PONTOISE FRANCE',NONE,NONE,NONE,'PARC D''ACTIVITEES DES BELLEVUES',2,AVENUE DES BELLEVUES,B.P. 61,95612,ERAGNY CERGY PONTOISE,NONE,NONE,FRANCE,95
1515,DHL GLOBAL FORWARDING FRANCE,ZONE ARTISANALE DE LA COUDRIERE BP 20 37210 PARCAY MESLAY FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DE LA COUDRIERE,NONE,NONE,BP 20,37210,PARCAY MESLAY,NONE,NONE,FRANCE,37
1516,CHALLENGE INTERNATIONAL,2 RUE VAN GOGH BP 69 76290 MONTIVILLIERS FRANCE,NONE,NONE,NONE,NONE,2,RUE VAN GOGH,BP 69,76290,MONTIVILLIERS,NONE,NONE,FRANCE,76
1517,CEVA FREIGHT MANAGEMENT,REZ DE CHAUSSEE BATIMENT 2 2 RUE JULES VERNELES 44400 REZE FRANCE,REZ DE CHAUSSEE,BATIMENT 2,NONE,NONE,2,RUE JULES VERNELES,NONE,44400,REZE,NONE,NONE,FRANCE,44
1518,ALLIANCE EUROPE,PARC DES ALIZES ZONE INDUSTRIELLE PORTUAIRE RUE DES BARGES ROUSSES 76430 SANDOUVILLE FRANCE,NONE,NONE,NONE,PARC DES ALIZES ZONE INDUSTRIELLE PORTUAIRE ,NONE,RUE DES BARGES ROUSSES,NONE,76430,SANDOUVILLE,NONE,NONE,FRANCE,76
1519,SDV LOGISTIQUE INTERNATIONALE,ZONE INDUSTRIELLE DE CHEF DE BAIE RUE DE QUEBEC BP 2088 17010 LA ROCHELLE FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE CHEF DE BAIE,NONE,RUE DE QUEBEC ,BP 2088,17010,LA ROCHELLE,NONE,NONE,FRANCE,17
1520,KUEHNE & NAGEL,WALL STREET BUILDING 16 RUE PIERRE BROSSOLETTE BP 153 76600 LE HAVRE FRANCE,NONE,WALL STREET BUILDING,NONE,NONE,16,RUE PIERRE BROSSOLETTE,BP 153,76600,LE HAVRE,NONE,NONE,FRANCE,76
1521,DHL GLOBAL FORWARDING SAS,ZONE EUROFRETCRAYWICK 59279 CRAYWICK FRANCE,NONE,NONE,NONE,ZONE EUROFRETCRAYWICK,NONE,NONE,NONE,59279,CRAYWICK,NONE,NONE,FRANCE,59
1522,DISTRIBIKE MEDITERRANEE,RUE GAY LUSSACECOT 13310 SAINT MARTIN DE CRAU FRANCE,NONE,NONE,NONE,NONE,NONE,RUE GAY LUSSACECOT,NONE,13310,SAINT MARTIN DE CRAU,NONE,NONE,FRANCE,13
1523,PANALPINA LILLE,BATIMENT Q PORT FLUVIAL 12 EME RUE 59000 LILLE FRANCE,NONE,BATIMENT Q,PORT FLUVIAL,NONE,12,EME RUE,NONE,59000,LILLE,NONE,NONE,FRANCE,59
1524,ADISSEO FRANCE SAS,'AVENUE BERTHELOT 38556 SAINT MAURICE L''EXIL FRANCE',NONE,NONE,NONE,NONE,NONE,AVENUE BERTHELOT ,NONE,38556,'SAINT MAURICE L''EXIL',NONE,NONE,FRANCE,38
1525,GEODIS WILSON FRANCE,ZONE ARTISANALE PARIS NORD 2344 AVENUE DE LA BELLE ETOILE 75010 ROISSY EN FRANCE FRANCE,NONE,NONE,NONE,ZONE ARTISANALE PARIS NORD,2344,AVENUE DE LA BELLE ETOILE,NONE,75010,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
1526,SFT FAVAT TRANSIT,8 BOULEVARD DUNKERQUE 13002 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,8,BOULEVARD DUNKERQUE,NONE,13002,MARSEILLE,NONE,NONE,FRANCE,13
1527,ATLANTIC INTEGRATED FREIGHT SARL,BATIMENT 3454 15 RUE BELLE BORNE BP 18292 95700 ROISSY EN FRANCE FRANCE,NONE,BATIMENT 3454,NONE,NONE,15,RUE BELLE BORNE,BP 18292 ,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
1528,SDV ANNECY,'PARC DU CALVI 55 ROUTE DE L''ARTISANAT 74330 POISY FRANCE',NONE,NONE,NONE,PARC DU CALVI,55,'ROUTE DE L''ARTISANAT',NONE,74330,POISY,NONE,NONE,FRANCE,74
1529,CLASQUIN SA - LE HAVRE,PARC LOGISTIQUE PONT DE NORMANDIE 76700 LE HAVRE FRANCE,NONE,NONE,NONE,PARC LOGISTIQUE PONT DE NORMANDIE,NONE,NONE,NONE,76700,LE HAVRE,NONE,NONE,FRANCE,76
1530,A DEWAVRIN FILS SAS,41 TER AVENUE DE LA MARNE 59200 TOURCOING FRANCE,NONE,NONE,NONE,NONE,41 TER ,AVENUE DE LA MARNE,NONE,59200,TOURCOING,NONE,NONE,FRANCE,59
1531,STOLT-NIELSEN TRANSPORTATION GROUP,2 RUE VAN GOGH 76290 MONTIVILLIERS FRANCE,NONE,NONE,NONE,NONE,2,RUE VAN GOGH,NONE,76290,MONTIVILLIERS,NONE,NONE,FRANCE,76
1532,GEFCO FRANCE NANTES,3 RUE DES PAYS BAS BP 73722 44300 NANTES FRANCE,NONE,NONE,NONE,NONE,3,RUE DES PAYS BAS,BP 73722,44300,NANTES,NONE,NONE,FRANCE,44
1533,RLM2,'ZAC LES PORTES DE L''OISE RUE ISAAC NEWTON 60230 CHAMBLY FRANCE',NONE,NONE,NONE,'ZAC LES PORTES DE L''OISE',NONE,RUE ISAAC NEWTON,NONE,60230,CHAMBLY,NONE,NONE,FRANCE,60
1534,NIPPON EXPRESS FRANCE SAS,'BATIMENT SFS ZONE FRET D''AEROPORT BP 360 69125 LYON FRANCE',NONE,BATIMENT SFS,NONE,'ZONE FRET D''AEROPORT',NONE,NONE,BP 360 ,69125,LYON,NONE,NONE,FRANCE,69
1535,DIMOTRANS GLOBAL TRANSPORT,ZONE INDUSTRIELLE DU TEROIR 25 RUE LEON JOUHAUX 31140 SAINT ALBAN FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DU TEROIR ,25,RUE LEON JOUHAUX,NONE,31140,SAINT ALBAN,NONE,NONE,FRANCE,31
