,companyINPUT,AddressINPUT,companyOUTPUT,AddressOUTPUT,INBUILDINGOUTPUT,EXTBUILDINGOUTPUT,POILOGISTICOUTPUT,ZONEOUTPUT,HouseNumOUTPUT,RoadNameOUTPUT,POBOXOUTPUT,zipcodeOUTPUT,cityOUTPUT,countryOUTPUT,ADDITIONALOUTPUT
0,IPSEN LOGISTICS,MARSEILLE,NO MATCHING COMPANY,NO MATCHING ADDRESS,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
